lights,Press_mm_hg,Windspeed,Visibility,Tdewpoint,T-in,RH-in,rv,RH-out,Appliances
0,747.2333333,20.400000001200002,25.0,2.3,19.14375,38.21625,12.99047566,82.983333335,80
0,747.2666667,19.1999999988,28.0,2.2,19.13625,38.177499999999995,21.25211596,83.116666665,70
0,747.3,18.0,31.0,2.1,19.13333333375,38.09875000000001,46.17343892,83.13,90
10,747.3333333,16.8000000012,34.0,2.0,19.12729166625,38.06302083375,28.59792778,83.08333333499999,80
0,747.3666667,15.5999999988,37.0,1.9,19.15,38.1320833325,17.46132214,83.19666666500001,70
0,747.4,14.4,40.0,1.8,19.14208333375,38.054583332499995,39.78229075,83.38,70
0,747.4,14.4,43.5,1.68,19.142083333749998,38.02374999875,23.58838551,83.56666666999999,80
0,747.4,14.4,47.0,1.57,19.16249999875,38.0133333325,32.66814587,83.689166665,70
0,747.4,14.4,50.5,1.45,19.17875,38.06416666625,23.62147215,83.83,70
0,747.4,14.4,54.0,1.33,19.2075,38.16833333375,38.49602313,83.983333335,80
0,747.4,14.4,57.5,1.22,19.190833332500002,38.195,23.0066982,84.16666666500001,70
0,747.4,14.4,61.0,1.1,19.2216666675,38.25666666625,19.65727175,84.25,70
0,747.4,13.2000000012,57.5,1.2,19.25583333375,38.238749998749995,31.5472517,84.08333333499999,50
0,747.4,11.9999999988,54.0,1.3,19.269583333750003,38.2075,23.77221228,83.88333333,50
0,747.4,10.8,50.5,1.4,19.26125,38.17916666625,4.631957191,83.715,50
0,747.4,9.6000000012,47.0,1.5,19.255833333749997,38.06458333250001,40.10902301,83.748333335,100
0,747.4,8.3999999988,43.5,1.6,19.23041666625,38.015833333749995,39.11557357,83.681666665,140
10,747.7333333,3.6,37.83333333,1.17,19.138749999999998,39.21166666625,38.85564249,84.09166666499999,90
10,747.7666667,3.6,35.66666667,1.13,19.141249999999996,39.8158333325,41.96537646,84.58333333499999,90
10,747.8,3.6,33.5,1.1,19.129999999999995,39.75333333374999,26.27640422,85.0,160
10,747.9166667,3.6,26.16666667,0.967,19.197499999999998,41.76708333250001,36.38049493,86.595,130
10,747.9666667,3.6,23.66666667,0.867,19.14666666625,41.202083335000005,4.329910723,87.03,140
0,747.9833333,3.6,22.83333333,0.833,19.11333333375,40.8179166675,14.79523083,87.25,120
0,748.0,3.6,22.0,0.8,19.12833333375,41.325625001249996,33.7366459,87.545,80
10,748.0,4.2000000012,28.5,0.75,19.322083333749998,43.385833332500006,30.56418203,87.66166667,80
0,748.0,6.0000000012,48.0,0.6,19.10916666625,43.5041666675,7.651826181,87.983333335,140
20,748.0,6.5999999987999995,54.5,0.55,19.05666666625,43.383229166250004,29.08390053,88.066666665,80
20,748.0,7.2,61.0,0.5,19.05083333375,43.223958333750005,2.652790677,88.15,70
20,748.0,6.5999999987999995,61.33333333,0.517,19.072499999999998,43.00875,4.177243193,88.05,80
20,748.0,6.0000000012,61.66666667,0.533,19.139999999999997,42.810833335000005,9.724933514,87.91666666500001,60
30,748.0,5.4,62.0,0.55,19.21541666625,42.6620833325,25.32773576,87.795,80
20,748.0,4.7999999988,62.33333333,0.567,19.2441666675,42.49500000125,40.33496206,87.62833333500001,60
20,748.0,4.2000000012,62.66666667,0.583,19.21833333375,42.36125,27.1206942,87.41666666500001,60
30,748.0,3.6,63.0,0.6,19.206875,42.25427083500001,7.822480833,87.25,60
20,747.95,3.6,60.66666667,0.45,19.187916667499998,42.1854166675,29.4240654,87.26666667,50
20,747.9,3.6,58.33333333,0.3,19.14166666625,42.06250000000001,22.30051111,87.28,60
30,747.85,3.6,56.0,0.15,19.1325,42.01083333375,19.12307896,87.328333335,60
20,747.8,3.6,53.66666667,1.11e-16,19.125,41.885000001250006,35.85650576,87.37833333500001,70
20,747.75,3.6,51.33333333,-0.15,19.12125,41.75833333375,40.09093137,87.41666666500001,50
20,747.7,3.6,49.0,-0.3,19.105833333750002,41.666666666249995,0.412313687,87.53,40
30,747.7,3.6,48.5,-0.3,19.0966666675,41.58624999999999,46.61748987,87.596666665,40
10,747.7,3.6,48.0,-0.3,19.075,41.58750000125,30.54734459,87.7,30
10,747.7,3.6,47.5,-0.3,19.0916666675,41.54000000125,12.84113124,87.64750000000001,40
0,747.7,3.6,47.0,-0.3,19.09,41.391041666250004,25.82391348,87.483333335,50
0,747.7,3.6,46.5,-0.3,19.0639583325,41.368854166249996,4.531511164,87.45,50
0,747.7,3.6,46.0,-0.3,19.0179166675,41.300625000000004,1.605594391,87.4,50
0,747.6833333,3.6,48.66666667,-0.25,18.99291666625,41.28625,39.70999559,87.28,50
10,747.6666667,3.6,51.33333333,-0.2,18.96333333375,41.24499999875,10.67294244,87.233333335,50
0,747.65,3.6,54.0,-0.15,18.9420833325,41.22416666624999,15.62907636,87.113333335,50
0,747.6333333,3.6,56.66666667,-0.1,18.91208333375,41.19749999999999,15.50995159,87.011666665,40
0,747.6166667,3.6,59.33333333,-0.05,18.883750000000003,41.145,30.07490747,86.895,50
0,747.6,3.6,62.0,0.0,18.88083333375,41.157083333749995,12.31970573,86.75,40
0,747.5666667,4.2000000012,61.83333333,0.0167,18.834999999999997,41.11083333375,27.32036054,86.71666666499999,50
0,747.5333333,4.7999999988,61.66666667,0.0333,18.81833333375,41.093333333749996,14.51076332,86.71666666499999,50
10,747.5,5.4,61.5,0.05,18.80583333375,41.094583333749995,22.62200023,86.75,50
0,747.4666667,6.0000000012,61.33333333,0.0667,18.776249999999997,41.0491666675,22.95812195,86.7,50
0,747.4333333,6.5999999987999995,61.16666667,0.0833,18.77166666625,41.050000000000004,34.00407307,86.733333335,20
0,747.4,7.2,61.0,0.1,18.756249999999998,41.0275,39.76398577,86.75,20
0,747.3833333,7.2,52.66666667,0.0833,18.740000000000002,41.00791666625,3.7687478,86.879166665,30
0,747.3666667,7.2,44.33333333,0.0667,18.71625,41.01208333375,22.45446667,87.03333333500001,30
0,747.35,7.2,36.0,0.05,18.6975,41.00750000000001,35.1147422,87.2,50
0,747.3333333,7.2,27.66666667,0.0333,18.6975,40.9883333325,13.90876878,87.366666665,50
10,747.3166667,7.2,19.33333333,0.0167,18.64541666625,40.91916666625,9.707369166,87.598333335,60
0,747.3,7.2,11.0,0.0,18.625,40.88989583375,37.39966799,87.828333335,50
0,747.2666667,6.5999999987999995,11.16666667,0.0,18.61052083375,40.8539583325,5.326507241,87.94666667,40
0,747.2333333,6.0000000012,11.33333333,0.0,18.58125,40.815000000000005,42.12936389,88.066666665,50
0,747.2,5.4,11.5,0.0,18.5804166675,40.80229166625001,37.03865772,88.233333335,40
0,747.1666667,4.7999999988,11.66666667,0.0,18.5525,40.754999999999995,22.17297533,88.31666666999999,40
0,747.1333333,4.2000000012,11.83333333,0.0,18.52916666625,40.717083333750004,18.35699835,88.47833333,40
0,747.1,3.6,12.0,0.0,18.52125,40.669583333750005,40.31422896,88.595,50
0,747.1166667,3.6,15.33333333,0.0167,18.49791666625,40.63375,20.91195363,88.613333335,60
10,747.1333333,3.6,18.66666667,0.0333,18.490416667500003,40.61666666625,24.56310163,88.65,40
0,747.15,3.6,22.0,0.05,18.4779166675,40.6058333325,27.58040545,88.65,30
0,747.1666667,3.6,25.33333333,0.0667,18.4475,40.53875,19.78041967,88.65,20
0,747.1833333,3.6,28.66666667,0.0833,18.4475,40.5341666675,47.00523675,88.7,20
0,747.2,3.6,32.0,0.1,18.4266666675,40.5025,9.026948223,88.683333335,30
0,747.2166667,4.2000000012,29.66666667,0.1,18.41,40.485,39.30268135,88.566666665,50
0,747.2333333,4.7999999988,27.33333333,0.1,18.404791666250002,40.50062500000001,6.413257727,88.5,40
0,747.25,5.4,25.0,0.1,18.393333332500003,40.50166666625,6.384576182,88.41666666500001,60
0,747.2666667,6.0000000012,22.66666667,0.1,18.389166667500003,40.514583333750004,38.88661676,88.316666665,50
0,747.2833333,6.5999999987999995,20.33333333,0.1,18.33833333375,40.47375,21.00751818,88.233333335,40
0,747.3,7.2,18.0,0.1,18.34666666625,40.477916666249996,35.79509666,88.131666665,60
0,747.3666667,6.5999999987999995,20.83333333,0.117,18.349791666250002,40.5103125,7.665205537,88.06166666499999,40
0,747.4333333,6.0000000012,23.66666667,0.133,18.37958333375,40.53083333250001,4.411831475,88.045,50
10,747.5,5.4,26.5,0.15,18.337083332500004,40.44583333375,10.25134692,88.045,40
0,747.5666667,4.7999999988,29.33333333,0.167,18.326666666250002,40.2991666675,1.059204643,88.045,80
0,747.6333333,4.2000000012,32.16666667,0.183,18.32,40.33041666625,29.77007462,88.045,50
0,747.7,3.6,35.0,0.2,18.32,40.35291666625,36.12825504,88.045,40
0,747.7333333,3.6,36.0,0.233,18.299583333749997,40.220416664999995,26.94516488,87.91166667,20
0,747.7666667,3.6,37.0,0.267,18.253749999999997,40.0629166675,3.940878855,87.711666665,150
0,747.8333333,3.6,39.0,0.333,18.29958333375,39.80166666625001,47.3169171,87.42833333499999,150
0,747.8666667,3.6,40.0,0.367,18.34333333375,39.64333333375,19.3105255,87.211666665,110
0,747.9,3.6,41.0,0.4,18.36,39.52375,48.35741754,87.045,60
0,747.95,5.4,44.66666667,0.45,18.34708333375,39.383750000000006,36.13501085,86.91666666500001,60
0,748.0,7.2,48.33333333,0.5,18.32249999875,39.21500000125,45.71952871,86.8,60
0,748.05,9.0,52.0,0.55,18.30458333375,39.0558333325,41.39197425,86.65,60
0,748.1,10.8,55.66666667,0.6,18.29625,38.956666666249994,5.231769721,86.53,60
0,748.15,12.6,59.33333333,0.65,18.2995833325,38.80541666625,5.039155856,86.363333335,170
0,748.8833333,17.3999999988,40.0,-0.233,19.083333333749998,39.35291666625,1.986378303,75.17833333499999,80
0,748.9,18.0,40.0,-0.4,19.0875,39.011249998749996,17.41669814,74.295,70
0,748.9333333,17.3999999988,40.0,-0.2,19.04375,38.79958333375,25.57496264,74.961666665,50
0,749.1833333,11.4000000012,40.0,1.13,19.4095833325,38.12875,32.34490403,75.37833333500001,70
0,749.7,7.2,30.0,0.5,19.614166666249996,37.637499998749995,32.68876447,80.15,120
0,749.8,6.0000000012,26.66666667,0.6,19.6558333325,37.625416666250004,30.68413772,81.76666667,50
0,749.9,4.7999999988,23.33333333,0.7,19.68125,37.577708333749996,32.73419261,83.34166666499999,50
0,750.0,3.6,20.0,0.8,19.62875,37.496874999999996,49.4520048,84.96666666499999,50
0,750.0666667,4.2000000012,23.33333333,0.917,19.58916666625,37.58916666625001,16.90133242,84.48,40
0,750.1333333,4.7999999988,26.66666667,1.03,19.58125000125,37.64416666625,40.42101944,84.01666667,60
0,750.2,5.4,30.0,1.15,19.52791666625,37.59166666625,27.94559716,83.56333333500001,80
0,750.2666667,6.0000000012,33.33333333,1.27,19.482083333749998,37.62291666625,17.78242668,83.08333333,80
0,750.3333333,6.5999999987999995,36.66666667,1.38,19.44541666625,37.665416666249996,25.30450579,82.56666666999999,90
0,750.4,7.2,40.0,1.5,19.43375,37.680416666250004,45.14736168,82.08,70
0,750.55,6.5999999987999995,40.0,1.35,19.42541666625,37.71166666625,45.45169043,82.8,70
0,750.7,6.0000000012,40.0,1.2,19.38958333375,37.67249999999999,21.91671466,83.58333333,90
0,750.85,5.4,40.0,1.05,19.3583333325,37.69250000125,47.90486167,84.2,80
0,751.0,4.7999999988,40.0,0.9,19.34125,37.6725,31.23855087,84.83333333499999,100
0,751.15,4.2000000012,40.0,0.75,19.3345833325,37.678333333750004,21.64518492,85.38333333,110
0,751.55,3.6,34.5,0.8,19.2725,38.127187500000005,26.78606642,85.295,140
10,751.6333333,3.6,32.66666667,0.867,19.27666666625,38.3278125,39.10182206,85.17833333499999,100
10,751.7166667,3.6,30.83333333,0.933,19.280833333750003,38.328020833749996,13.82554143,85.011666665,120
0,751.8,3.6,29.0,1.0,19.26291666625,38.31833333375,5.221589352,84.845,120
0,751.8833333,3.6,29.0,0.9,19.28791666625,38.30645833375,13.00086145,84.816666665,120
0,751.9666667,3.6,29.0,0.8,19.2933333325,38.2241666675,48.84424781,84.69666667,120
0,752.05,3.6,29.0,0.7,19.3102083325,38.1340625,10.45163776,84.595,110
10,752.1333333,3.6,29.0,0.6,19.3295833325,38.032916667500004,18.14389806,84.511666665,110
30,752.2166667,3.6,29.0,0.5,19.317083333750002,37.943749999999994,33.91031483,84.41166667,120
20,752.3,3.6,29.0,0.4,19.34625,37.9370833325,32.7902058,84.328333335,90
20,752.3833333,3.6,27.66666667,0.333,19.41125,37.95,0.488699367,84.595,80
20,752.4666667,3.6,26.33333333,0.267,19.504166666249997,37.937916666250004,49.18019529,84.845,90
30,752.55,3.6,25.0,0.2,19.52760416625,37.804895833749995,42.25508842,85.095,100
20,752.6333333,3.6,23.66666667,0.133,19.494999999999997,37.74166666625,23.55975403,85.345,100
20,752.7166667,3.6,22.33333333,0.0667,19.458750001249996,37.71458333375,24.4972711,85.595,90
20,752.8,3.6,21.0,0.0,19.450416667499997,37.662916667500006,13.67306869,85.845,90
20,752.8666667,4.2000000012,21.0,0.0,19.5,37.609166666250005,34.65317455,86.011666665,90
20,752.9333333,4.7999999988,21.0,0.0,19.56583333375,37.5679166675,48.99788172,86.17833333499999,60
20,753.0,5.4,21.0,0.0,19.585833333750003,37.46750000125,21.57755562,86.4,70
0,753.0666667,6.0000000012,21.0,0.0,19.619166666250003,37.44333333375,8.032315562,86.511666665,60
20,753.1333333,6.5999999987999995,21.0,0.0,19.68750000125,40.27750000125,46.29752052,86.715,90
30,753.2,7.2,21.0,0.0,19.70041666625,41.06072916750001,27.69088252,86.863333335,70
20,753.2666667,6.5999999987999995,28.16666667,-0.0167,19.6091666675,40.028750001249996,0.860654737,86.9,60
20,753.3333333,6.0000000012,35.33333333,-0.0333,19.585,39.263124999999995,16.18093807,86.91666666500001,60
20,753.4,5.4,42.5,-0.05,19.552500000000002,38.9841666675,39.08045847,86.95,60
20,753.4666667,4.7999999988,49.66666667,-0.0667,19.5095833325,38.8966666675,24.03451485,86.933333335,60
20,753.5333333,4.2000000012,56.83333333,-0.0833,19.5,38.8462500025,14.21166945,86.96666666499999,60
30,753.6,3.6,64.0,-0.1,19.481666667499997,38.901666667499995,21.18779884,86.96666666499999,60
20,753.6666667,3.6,61.66666667,-0.117,19.44791666625,38.9604166675,7.578413142,87.16666666500001,50
20,753.7333333,3.6,59.33333333,-0.133,19.439999999999998,39.0025,7.683095499,87.348333335,70
20,753.8,3.6,57.0,-0.15,19.412499999999998,39.037916667500006,25.94510539,87.515,60
20,753.8666667,3.6,54.66666667,-0.167,19.405833333749996,39.13552083375001,3.740840685,87.72833333,70
30,753.9333333,3.6,52.33333333,-0.183,19.3975,39.17499999875,43.64777186,87.965,60
20,754.0,3.6,50.0,-0.2,19.359166667500002,39.22541666625,38.84355619,88.2,50
20,754.05,3.6,49.83333333,-0.0667,19.372500000000002,39.28833333125,0.092855841,88.295833335,60
20,754.1,3.6,49.66666667,0.0667,19.361666665,39.35791666625,37.86248027,88.41666666500001,50
20,754.15,3.6,49.5,0.2,19.41166666625,39.37041666625,25.39348592,88.46666666499999,60
20,754.2,3.6,49.33333333,0.333,19.38583333375,39.37333333250001,7.338754379,88.58333333499999,70
30,754.25,3.6,49.16666667,0.467,19.37375,39.3821875,32.28648683,88.66666666500001,60
20,754.3,3.6,49.0,0.6,19.3404166675,39.38458333375,3.447031428,88.78,60
20,754.3166667,3.6,47.66666667,0.667,19.31458333375,39.371250001250004,47.85874011,88.845,60
0,754.3333333,3.6,46.33333333,0.733,19.28833333375,39.40375,24.46195947,88.881666665,50
0,754.35,3.6,45.0,0.8,19.285625,39.43937500125,5.688792735,88.95,40
0,754.3666667,3.6,43.66666667,0.867,19.25958333375,39.52,41.35177291,88.95,50
0,754.3833333,3.6,42.33333333,0.933,19.23708333375,39.57541666625,2.545420139,89.0,40
0,754.4,3.6,41.0,1.0,19.239166667499997,39.590624999999996,13.23389778,89.0,50
0,754.4333333,3.6,39.5,0.817,19.21333333375,39.580416666249995,29.5511666,89.06166666499999,60
0,754.4666667,3.6,38.0,0.633,19.204583333749998,39.59625,13.20426511,89.131666665,50
0,754.5,3.6,36.5,0.45,19.18916666625,39.60583333375,34.75449204,89.16499999999999,40
0,754.5333333,3.6,35.0,0.267,19.15291666625,39.6075,7.64809167,89.095,30
0,754.5666667,3.6,33.5,0.0833,19.14041666625,39.587500000000006,33.510075,88.9975,20
0,754.6,3.6,32.0,-0.1,19.11625,39.5877083325,39.24810754,88.74666666499999,30
0,754.6666667,3.6,29.66666667,-0.233,19.08083333375,39.5645833325,0.931541249,88.613333335,30
0,754.7333333,3.6,27.33333333,-0.367,19.06416666625,39.5675,44.25152681,88.53,50
0,754.8,3.6,25.0,-0.5,19.05708333375,39.55291666625,31.29820675,88.5,50
0,754.8666667,3.6,22.66666667,-0.633,19.039583333750002,39.522083333750004,44.74097008,88.545,60
0,754.9333333,3.6,20.33333333,-0.767,19.02666666625,39.527499999999996,0.541627198,88.578333335,50
0,755.0,3.6,18.0,-0.9,18.99666666625,39.52135416625,12.19161908,88.71666666499999,40
0,755.0833333,3.6,17.5,-0.833,18.979166666250002,39.51479166625,10.70499029,88.863333335,50
0,755.1666667,3.6,17.0,-0.767,18.96166666625,39.5103125,14.79639576,88.88333333,40
0,755.25,3.6,16.5,-0.7,18.9429166675,39.5316666675,20.31785484,88.9,50
0,755.3333333,3.6,16.0,-0.633,18.928333333749997,39.567499999999995,26.77248667,88.965,50
0,755.4166667,3.6,15.5,-0.567,18.92083333375,39.560833332499996,42.95885458,89.04833332999999,50
0,755.5,3.6,15.0,-0.5,18.892916666250002,39.57333333375,42.41880447,89.11500000000001,50
0,755.6,4.2000000012,15.0,-0.533,18.885416666250002,39.606249999999996,0.29082353,88.931666665,50
0,755.7,4.7999999988,15.0,-0.567,18.89458333375,39.64666666625,34.94359332,88.698333335,50
0,755.8,5.4,15.0,-0.6,18.852916666250003,39.61291666625,27.43824616,88.49875,40
0,755.9,6.0000000012,15.0,-0.633,18.84041666625,39.59708333249999,15.10274949,88.26333333,30
0,756.0,6.5999999987999995,15.0,-0.667,18.839583335,39.61333333375,4.510685185,88.06666666999999,20
10,756.1,7.2,15.0,-0.7,18.8229166675,39.635312501250006,37.0238665,87.983333335,30
0,756.1666667,7.2,19.0,-0.65,18.8016666675,39.73854166625,25.04852357,88.098333335,70
0,756.2333333,7.2,23.0,-0.6,18.78708333375,39.720416665,31.36724074,88.245,80
10,756.3,7.2,27.0,-0.55,18.756249999999998,39.567083332500005,41.74731986,88.596666665,60
0,756.3666667,7.2,31.0,-0.5,18.69583333375,39.35499999875,34.98204006,88.84666666999999,50
0,756.4333333,7.2,35.0,-0.45,18.67958333375,39.13791666625,42.91307461,89.03,50
0,756.5,7.2,39.0,-0.4,18.662916666250002,38.88875,3.370237164,89.183333335,50
0,756.5833333,7.2,38.66666667,-0.217,18.64,38.7034375,31.1186042,89.16666666500001,40
0,756.6666667,7.2,38.33333333,-0.0333,18.624166666249998,38.54239583375,23.81071224,89.08333333499999,50
0,756.75,7.2,38.0,0.15,18.625,38.415416667500004,2.218164527,89.015,60
0,756.8333333,7.2,37.66666667,0.333,18.5941666675,38.24552083375,28.48341592,88.961666665,60
0,756.9166667,7.2,37.33333333,0.517,18.6058333325,38.1625,41.71294394,88.94666667,50
10,757.0,7.2,37.0,0.7,18.58916666625,38.05916666624999,8.537718211,88.933333335,40
10,757.05,7.8000000012,41.0,0.8,18.57125,37.9508333325,41.4326605,88.808333335,50
10,757.1,8.3999999988,45.0,0.9,18.54083333375,37.896249999999995,33.93583423,88.66666666500001,30
0,757.15,9.0,49.0,1.0,18.52833333375,37.86625000125,26.36647258,88.53,30
0,757.2,9.6000000012,53.0,1.1,18.515833333749995,37.853750000000005,40.94119286,88.463333335,20
0,757.25,10.199999998800001,57.0,1.2,18.4958333325,37.84625,47.73942983,88.4,30
0,757.3,10.8,61.0,1.3,18.49041666625,37.85458333375,10.50322639,88.265,60
0,757.3,10.199999998800001,54.33333333,1.48,18.530208332500003,37.854687501250005,2.03024873,87.545,50
0,757.3,9.6000000012,47.66666667,1.67,18.555208333750002,37.781875,29.22991669,86.863333335,50
0,757.3,9.0,41.0,1.85,18.60916666625,37.692499999999995,5.588629819,86.15,40
0,757.3,8.3999999988,34.33333333,2.03,18.64916666625,37.502083335,6.564086338,85.41666666500001,50
0,757.3,7.8000000012,27.66666667,2.22,18.62833333375,37.24208333375,35.81975008,84.733333335,40
0,757.3,7.2,21.0,2.4,18.62833333375,37.29208333375,31.4798801,84.0,40
0,757.3,7.8000000012,24.16666667,2.33,18.6708333325,37.3510416675,46.50463293,83.28,50
0,757.3,8.3999999988,27.33333333,2.27,18.714583332500002,37.76833333375,23.44973643,82.515,70
0,757.3,9.0,30.5,2.2,18.756249999999998,37.802499999999995,15.28666995,81.961666665,60
0,757.3,9.6000000012,33.66666667,2.13,18.73104166625,37.75885416625,41.1002715,81.433333335,40
0,757.3,10.199999998800001,36.83333333,2.07,18.71541666625,37.745625000000004,27.37838693,80.78,40
0,757.3,10.8,40.0,2.0,18.73208333375,37.7354166675,11.33960751,80.1225,80
0,757.3,10.8,40.0,1.7,18.835,37.60541666625,42.60750605,78.45,50
0,757.3,10.8,40.0,1.6,18.847499999999997,37.54916666625,17.010835,77.84666666999999,70
0,757.3,10.8,40.0,1.5,18.8704166675,37.468541667500006,6.313732103,77.261666665,70
0,757.2666667,11.9999999988,40.0,0.867,19.0729166675,40.8708333325,31.89609174,75.65,80
10,757.25,12.6,40.0,0.6,19.042916666249997,40.878125000000004,16.24476433,74.35,60
0,757.2333333,13.2000000012,40.0,0.333,19.04333333375,40.804583335,45.43518526,73.78,50
0,757.2166667,13.7999999988,40.0,0.0667,19.046666666249997,40.662500001249995,8.812875557,73.46666666499999,60
0,757.2,14.4,40.0,-0.2,19.09416666625,40.495416666249994,17.2786416,72.96666666499999,60
